ƒ,Long_Title,Subtitle,Currency,ISA_eligible,ISIN,MIC,Symbol,Fractional_Enabled,PLUS_only,for_Ireland_investors,for_Netherlands_investors,DUTCH_KIID_URL
IP Group,IP Group plc,Business funding,GBP,TRUE,GB00B128J450,XLON,IPO,FALSE,FALSE,TRUE,TRUE,
Pressure Tech,Pressure Tech,Industrial valves,GBP,TRUE,GB00B1XFKR57,XLON,PRES,FALSE,TRUE,TRUE,TRUE,
Endava,Endava,Automation software,USD,TRUE,US29260V1052,XNYS,DAVA,TRUE,FALSE,TRUE,TRUE,
Volution,Volution Group plc,Ventilation products,GBP,TRUE,GB00BN3ZZ526,XLON,FAN,FALSE,TRUE,TRUE,TRUE,
Asia Dragon,Asia Dragon Trust plc,Asian companies trust,GBP,TRUE,GB0002945029,XLON,DGN,FALSE,FALSE,FALSE,FALSE,
PCI-Pal,PCI-Pal,Payment solutions,GBP,TRUE,GB0009737155,XLON,PCIP,FALSE,TRUE,TRUE,TRUE,
Metal Tiger,Metal Tiger plc,Investment company,GBP,TRUE,GB00BMQC0691,XLON,MTR,FALSE,TRUE,TRUE,TRUE,
F&C Trust,Foreign and Colonial Investment Trust plc,Oldest investment trust,GBP,TRUE,GB0003466074,XLON,FCIT,FALSE,FALSE,FALSE,FALSE,
Vesuvius,Vesuvius plc,Molten metal engineering,GBP,TRUE,GB00B82YXW83,XLON,VSVS,FALSE,FALSE,TRUE,TRUE,
Inspiration Health,Inspiration Healthcare Group plc,Healthcare,GBP,TRUE,GB00BXDZL105,XLON,IHC,FALSE,TRUE,TRUE,TRUE,
Balfour Beatty,Balfour Beatty plc,Infrastructure,GBP,TRUE,GB0000961622,XLON,BBY,FALSE,FALSE,TRUE,TRUE,
Cohort,Cohort plc,Defence and security,GBP,TRUE,GB00B0YD2B94,XLON,CHRT,FALSE,TRUE,TRUE,TRUE,
Northamber,Northamber,IT services,GBP,TRUE,GB00B2Q99X01,XLON,NAR,FALSE,TRUE,TRUE,TRUE,
Begbies Traynor,Begbies Traynor Group plc,Professional services,GBP,TRUE,GB00B0305S97,XLON,BEG,FALSE,FALSE,TRUE,TRUE,
Dechra Pharmaceuticals,Dechra Pharmaceuticals plc,Pet medicine,GBP,TRUE,GB0009633180,XLON,DPH,FALSE,FALSE,TRUE,TRUE,
Antofagasta,Antofagasta plc,Copper mining,GBP,TRUE,GB0000456144,XLON,ANTO,FALSE,FALSE,TRUE,TRUE,
Morrisons,Morrison (WM) Supermarkets plc,Groceries,GBP,TRUE,GB0006043169,XLON,MRW,FALSE,FALSE,TRUE,TRUE,
Britvic,Britvic plc,Mixers,GBP,TRUE,GB00B0N8QD54,XLON,BVIC,FALSE,FALSE,TRUE,TRUE,
Civitas Social,Civitas Social Housing REIT plc,Social housing REIT,GBP,FALSE,GB00BD8HBD32,XLON,CSH,FALSE,FALSE,FALSE,FALSE,
Kingfisher,Kingfisher plc,DIY supplies,GBP,TRUE,GB0033195214,XLON,KGF,FALSE,FALSE,TRUE,TRUE,
Bloomsbury,Bloomsbury Publishing plc,Harry Potter,GBP,TRUE,GB0033147751,XLON,BMY,FALSE,TRUE,TRUE,TRUE,
Japanese Investment,JPMorgan Japanese Investment Trust plc,Japanese companies trust,GBP,TRUE,GB0001740025,XLON,JFJ,FALSE,FALSE,FALSE,FALSE,
Christie Group,Christie Group,Professional services,GBP,TRUE,GB0001953156,XLON,CTG,FALSE,TRUE,TRUE,TRUE,
Sensyne Health,Sensyne Health plc,Medical tech,GBP,TRUE,GB00BYV3J755,XLON,SENS,FALSE,TRUE,TRUE,TRUE,
Victrex,Victrex plc,Polymers,GBP,TRUE,GB0009292243,XLON,VCT,FALSE,FALSE,TRUE,TRUE,
Reckitt Benckiser,Reckitt Benckiser Group plc,Household goods,GBP,TRUE,GB00B24CGK77,XLON,RB.,FALSE,FALSE,TRUE,TRUE,
Investec,Investec plc,Investment banking,GBP,TRUE,GB00B17BBQ50,XLON,INVP,FALSE,FALSE,TRUE,TRUE,
Aggreko,Aggreko plc,Electrical equipment,GBP,TRUE,GB00BK1PTB77,XLON,AGK,FALSE,FALSE,TRUE,TRUE,
Redde Northgate,Redde Northgate plc,Rental cars,GBP,TRUE,GB00B41H7391,XLON,REDD,FALSE,FALSE,TRUE,TRUE,
Devro,Devro plc,Sausages,GBP,TRUE,GB0002670437,XLON,DVO,FALSE,TRUE,TRUE,TRUE,
Bigblu Broadband,Bigblu Broadband plc,Broadband,GBP,TRUE,GB00BD5JMP10,XLON,BBB,FALSE,TRUE,TRUE,TRUE,
Atlantica,Atlantica Yield plc,Green energy,USD,TRUE,GB00BLP5YB54,XNAS,AY,TRUE,FALSE,TRUE,TRUE,
Tavistock Investments,Tavistock Investments,Investment management,GBP,TRUE,GB00BLNMLS43,XLON,TAVI,FALSE,TRUE,TRUE,TRUE,
TI Fluid Systems,TI Fluid Systems plc,Automotive fluids,GBP,TRUE,GB00BYQB9V88,XLON,TIFS,FALSE,FALSE,TRUE,TRUE,
Deepverge,Deepverge PLC Ord 0.1P,Toxin analysis,GBP,TRUE,GB00BMGWZY29,XLON,DVRG,FALSE,TRUE,TRUE,TRUE,
TBC Bank,TBC Bank Group plc,Bank,GBP,TRUE,GB00BYT18307,XLON,TBCG,FALSE,FALSE,TRUE,TRUE,
HICL Infrastructure,HICL Infrastructure plc,Infrastructure trust,GBP,TRUE,GB00BJLP1Y77,XLON,HICL,FALSE,FALSE,FALSE,FALSE,
Bacanora,Bacanora Lithium plc,Lithium,GBP,TRUE,GB00BD20C246,XLON,BCN,FALSE,FALSE,TRUE,TRUE,
Hochschild Mining,Hochschild Mining plc,Precious metals,GBP,TRUE,GB00B1FW5029,XLON,HOC,FALSE,FALSE,TRUE,TRUE,
ULS Technology,Uls Technology plc,Conveyancing,GBP,TRUE,GB00BNG8T458,XLON,ULS,FALSE,TRUE,TRUE,TRUE,
Kainos Group,Kainos Group plc,IT solutions,GBP,TRUE,GB00BZ0D6727,XLON,KNOS,FALSE,FALSE,TRUE,TRUE,
Calisen,Calisen plc,Energy meters,GBP,TRUE,GB00BKX9C181,XLON,CLSN,FALSE,FALSE,TRUE,TRUE,
NewRiver,NewRiver REIT plc,Retail property REIT,GBP,FALSE,GB00BD7XPJ64,XLON,NRR,FALSE,FALSE,FALSE,FALSE,
Forterra,Forterra plc,Construction products,GBP,TRUE,GB00BYYW3C20,XLON,FORT,FALSE,FALSE,TRUE,TRUE,
Big Yellow Group,Big Yellow Group plc,Storage unit REIT,GBP,FALSE,GB0002869419,XLON,BYG,FALSE,FALSE,FALSE,FALSE,
Capital & Counties,Capital & Counties Properties plc,Central London REIT,GBP,FALSE,GB00B62G9D36,XLON,CAPC,FALSE,FALSE,FALSE,FALSE,
Diploma,Diploma plc,Petri dishes,GBP,TRUE,GB0001826634,XLON,DPLM,FALSE,FALSE,TRUE,TRUE,
TT Electronics,TT Electronics plc,Electronics,GBP,TRUE,GB0008711763,XLON,TTG,FALSE,TRUE,TRUE,TRUE,
Henry Boot,Henry Boot plc,Homebuilders,GBP,TRUE,GB0001110096,XLON,BOOT,FALSE,TRUE,TRUE,TRUE,
Reach,Reach plc,Newspapers,GBP,TRUE,GB0009039941,XLON,RCH,FALSE,TRUE,TRUE,TRUE,
SSP Group,SSP Group plc,Airport terminal food,GBP,TRUE,GB00BGBN7C04,XLON,SSPG,FALSE,FALSE,TRUE,TRUE,
Dunelm Group,Dunelm Group plc,Home furnishings,GBP,TRUE,GB00B1CKQ739,XLON,DNLM,FALSE,FALSE,TRUE,TRUE,
Bunzl,Bunzl plc,Product and food distribution,GBP,TRUE,GB00B0744B38,XLON,BNZL,FALSE,FALSE,TRUE,TRUE,
Accesso Technology,Accesso Technology Group plc,Ticketing and ecommerce,GBP,TRUE,GB0001771426,XLON,ACSO,FALSE,TRUE,TRUE,TRUE,
Gattaca,Gattaca,Recruiment,GBP,TRUE,GB00B1FMDQ43,XLON,GATC,FALSE,TRUE,TRUE,TRUE,
Brewin Dolphin,Brewin Dolphin Holdings plc,Wealth management,GBP,TRUE,GB0001765816,XLON,BRW,FALSE,FALSE,TRUE,TRUE,
Travis Perkins,Travis Perkins plc,Building supplies,GBP,TRUE,GB0007739609,XLON,TPK,FALSE,FALSE,TRUE,TRUE,
Skinbiotherapeutics,Skinbiotherapeutics plc,Skin health,GBP,TRUE,GB00BF33H870,XLON,SBTX,FALSE,TRUE,TRUE,TRUE,
Growth & Income,Finsbury Growth & Income Trust plc,Diversified trust,GBP,TRUE,GB0007816068,XLON,FGT,FALSE,FALSE,FALSE,FALSE,
CareTech,CareTech Holdings plc,Care homes,GBP,TRUE,GB00B0KWHQ09,XLON,CTH,FALSE,FALSE,TRUE,TRUE,
Craneware,Craneware plc,Medical software,GBP,TRUE,GB00B2425G68,XLON,CRW,FALSE,FALSE,TRUE,TRUE,
H&T Group,H&T Group plc,Pawnbroker,GBP,TRUE,GB00B12RQD06,XLON,HAT,FALSE,TRUE,TRUE,TRUE,
Non-Standard Finance,Non-Standard Finance plc,Home loans,GBP,TRUE,GB00BRJ6JV17,XLON,NSF,FALSE,FALSE,TRUE,TRUE,
XPS Pensions,XPS Pensions Group plc,Pensions,GBP,TRUE,GB00BDDN1T20,XLON,XPS,FALSE,TRUE,TRUE,TRUE,
Watchstone,Watchstone Group plc,Tech solutions,GBP,TRUE,GB00BYNBFN51,XLON,WTG,FALSE,TRUE,TRUE,TRUE,
PayPoint,PayPoint plc,Payment systems,GBP,TRUE,GB00B02QND93,XLON,PAY,FALSE,FALSE,TRUE,TRUE,
Ocado,Ocado Group plc,Online groceries,GBP,TRUE,GB00B3MBS747,XLON,OCDO,FALSE,FALSE,TRUE,TRUE,
Essentra,Essentra plc,Industrial supplies,GBP,TRUE,GB00B0744359,XLON,ESNT,FALSE,FALSE,TRUE,TRUE,
SIG,SIG plc,Construction materials,GBP,TRUE,GB0008025412,XLON,SHI,FALSE,FALSE,TRUE,TRUE,
SigmaRoc,Sigmaroc plc,Building materials,GBP,TRUE,GB00BYX5K988,XLON,SRC,FALSE,TRUE,TRUE,TRUE,
Stanley Gibbons,Stanley Gibbons,Stamps,GBP,TRUE,GB0009628438,XLON,SGI,FALSE,TRUE,TRUE,TRUE,
Scancell Holdings,Scancell Holdings plc,Cancer therapies,GBP,TRUE,GB00B63D3314,XLON,SCLP,FALSE,TRUE,TRUE,TRUE,
Jubilee Metals,Jubilee Metals Group plc,Platinum extraction,GBP,TRUE,GB0031852162,XLON,JLP,FALSE,FALSE,TRUE,TRUE,
Secure Income,Secure Income REIT Ltd,Long lease REIT,GBP,FALSE,GB00BLMQ9L68,XLON,SIR,FALSE,FALSE,FALSE,FALSE,
Countryside,Countryside Properties plc,Home construction,GBP,TRUE,GB00BYPHNG03,XLON,CSP,FALSE,FALSE,TRUE,TRUE,
YouGov,YouGov plc,Market research,GBP,TRUE,GB00B1VQ6H25,XLON,YOU,FALSE,FALSE,TRUE,TRUE,
Urban&Civic,Urban&Civic plc,Real estate,GBP,TRUE,GB00BKT04W07,XLON,UANC,FALSE,TRUE,TRUE,TRUE,
ADM Energy,Adm Energy plc,Natural gas,GBP,TRUE,GB00BJFDXW97,XLON,ADME,FALSE,TRUE,TRUE,TRUE,
Altitude Group,Altitude Group,IT services,GBP,TRUE,GB00B0LSFV82,XLON,ALT,FALSE,TRUE,TRUE,TRUE,
Vectura,Vectura Group plc,Inhaled medicine,GBP,TRUE,GB00BKM2MW97,XLON,VEC,FALSE,FALSE,TRUE,TRUE,
Gamma Comm,Gamma Communications plc,Telco services,GBP,TRUE,GB00BQS10J50,XLON,GAMA,FALSE,FALSE,TRUE,TRUE,
Red Rock Resources,Red Rock Resources PLC Ord 0.01P,Metal mining,GBP,TRUE,GB00BYWKBV38,XLON,RRR,FALSE,TRUE,TRUE,TRUE,
Airea,Airea,Flooring,GBP,TRUE,GB0008123027,XLON,AIEA,FALSE,TRUE,TRUE,TRUE,
Valirx,Valirx plc,Biotech,GBP,TRUE,GB00BLH13C52,XLON,VAL,FALSE,TRUE,TRUE,TRUE,
Residential Secure,Residential Secure Income REIT,Residential REIT,GBP,FALSE,GB00BYSX1508,XLON,RESI,FALSE,TRUE,FALSE,FALSE,
GoCo,GoCo plc,Price comparison sites,GBP,TRUE,GB00BZ02Q916,XLON,GOCO,FALSE,TRUE,TRUE,TRUE,
Porvair,Porvair plc,Filtration equipment,GBP,TRUE,GB0006963689,XLON,PRV,FALSE,TRUE,TRUE,TRUE,
Edinburgh Trust,Edinburgh Investment Trust plc,Diversified trust,GBP,TRUE,GB0003052338,XLON,EDIN,FALSE,FALSE,FALSE,FALSE,
SRT Marine Systems,Srt Marine Systems plc,Security services,GBP,TRUE,GB00B0M8KM36,XLON,SRT,FALSE,TRUE,TRUE,TRUE,
Mitchells & Butlers,Mitchells & Butlers plc,Pubs,GBP,TRUE,GB00B1FP6H53,XLON,MAB,FALSE,FALSE,TRUE,TRUE,
Allied Minds,Allied Minds plc,Tech investors,GBP,TRUE,GB00BLRLH124,XLON,ALM,FALSE,TRUE,TRUE,TRUE,
Guild Esports,Guild Esports plc,Esports,GBP,TRUE,GB00BMWVF760,XLON,GILD,FALSE,TRUE,TRUE,TRUE,
River & Mercantile,River & Mercantile Group plc,Asset Management,GBP,TRUE,GB00BLZH7X42,XLON,RIV,FALSE,TRUE,TRUE,TRUE,
Dialight,Dialight plc,LED lights,GBP,TRUE,GB0033057794,XLON,DIA,FALSE,TRUE,TRUE,TRUE,
Smith & Nephew,Smith & Nephew plc,Medical equipment,GBP,TRUE,GB0009223206,XLON,SN.,FALSE,FALSE,TRUE,TRUE,
Hotel Chocolat,Hotel Chocolat Group plc,Posh Dairy Milk,GBP,TRUE,GB00BYZC3B04,XLON,HOTC,FALSE,FALSE,TRUE,TRUE,
On The Beach,On The Beach Group plc,Package holidays,GBP,TRUE,GB00BYM1K758,XLON,OTB,FALSE,FALSE,TRUE,TRUE,
Central Asia Metals,Central Asia Metals plc,Base metals,GBP,TRUE,GB00B67KBV28,XLON,CAML,FALSE,FALSE,TRUE,TRUE,
Rightmove,Rightmove plc,Real estate search,GBP,TRUE,GB00BGDT3G23,XLON,RMV,FALSE,FALSE,TRUE,TRUE,
Gooch and Housego,Gooch & Housego PLC Ord 20P,Lasers,GBP,TRUE,GB0002259116,XLON,GHH,FALSE,TRUE,TRUE,TRUE,
Fever Tree,Fevertree Drinks plc,Tonic water,GBP,TRUE,GB00BRJ9BJ26,XLON,FEVR,FALSE,FALSE,TRUE,TRUE,
Wynnstay,Wynnstay Group plc,Feeds and seeds,GBP,TRUE,GB0034212331,XLON,WYN,FALSE,TRUE,TRUE,TRUE,
Learning Tech,Learning Technologies Group plc,E-Learning software,GBP,TRUE,GB00B4T7HX10,XLON,LTG,FALSE,FALSE,TRUE,TRUE,
Euromoney Institutional,Euromoney Institutional Investor plc,Financial data,GBP,TRUE,GB0006886666,XLON,ERM,FALSE,FALSE,TRUE,TRUE,
Xeros Technology,Xeros Technology Group,Filtration tech,GBP,TRUE,GB00BJFLLV84,XLON,XSG,FALSE,TRUE,TRUE,TRUE,
Warehouse,Warehouse Reit plc,REIT,GBP,FALSE,GB00BD2NCM38,XLON,WHR,FALSE,FALSE,FALSE,FALSE,
Rathbone,Rathbone Bros plc,Investment management,GBP,TRUE,GB0002148343,XLON,RAT,FALSE,FALSE,TRUE,TRUE,
Rbg,Rbg Holdings plc,Professional services,GBP,TRUE,GB00BFM6WL52,XLON,RBGP,FALSE,TRUE,TRUE,TRUE,
Stagecoach,Stagecoach Group plc,Trains and buses,GBP,TRUE,GB00B6YTLS95,XLON,SGC,FALSE,FALSE,TRUE,TRUE,
United Utilities,United Utilities plc,Water utility,GBP,TRUE,GB00B39J2M42,XLON,UU.,FALSE,FALSE,TRUE,TRUE,
Restaurant Group,The Restaurant Group plc,Casual dining,GBP,TRUE,GB00B0YG1K06,XLON,RTN,FALSE,FALSE,TRUE,TRUE,
Iomart,Iomart Group plc,Web services,GBP,TRUE,GB0004281639,XLON,IOM,FALSE,FALSE,TRUE,TRUE,
Pan African Resources,Pan African Resources plc,Precious metal mining,GBP,TRUE,GB0004300496,XLON,PAF,FALSE,FALSE,TRUE,TRUE,
Onesavings,Onesavings Bank plc,Challenger bank,GBP,TRUE,GB00BM7S7K96,XLON,OSB,FALSE,FALSE,TRUE,TRUE,
City of London,City of London Investment Trust plc,Diversified trust,GBP,TRUE,GB0001990497,XLON,CTY,FALSE,FALSE,FALSE,FALSE,
Sensata Tech,Sensata Technologies Holding NV,Sensors,USD,TRUE,GB00BFMBMT84,XNYS,ST,TRUE,FALSE,TRUE,TRUE,
Fullers,"Fuller, Smith & Turner plc",Pubs and hotels,GBP,TRUE,GB00B1YPC344,XLON,FSTA,FALSE,FALSE,TRUE,TRUE,
Amarin,Amarin Corporation plc (ADR),Heart medication,USD,FALSE,US0231112063,XNAS,AMRN,TRUE,FALSE,TRUE,TRUE,
STV Group,STV Group plc,News and entertainment,GBP,TRUE,GB00B3CX3644,XLON,STVG,FALSE,TRUE,TRUE,TRUE,
Bilby,Bilby,Property maintenance,GBP,TRUE,GB00BV9GHQ09,XLON,BILB,FALSE,TRUE,TRUE,TRUE,
Spirax Sarco,Spirax Sarco Engineering plc,Steam,GBP,TRUE,GB00BWFGQN14,XLON,SPX,FALSE,FALSE,TRUE,TRUE,
Network International,Network International plc,Payments,GBP,TRUE,GB00BH3VJ782,XLON,NETW,FALSE,FALSE,TRUE,TRUE,
Avingtrans,Avingtrans plc,Precision engineering,GBP,TRUE,GB0009188797,XLON,AVG,FALSE,TRUE,TRUE,TRUE,
Intermediate Capital Group,Intermediate Capital Group plc,Specialist investment funds,GBP,TRUE,GB00BYT1DJ19,XLON,ICP,FALSE,FALSE,TRUE,TRUE,
Melrose,Melrose Industries plc,Acquisitions,GBP,TRUE,GB00BZ1G4322,XLON,MRO,FALSE,FALSE,TRUE,TRUE,
Octopus Renewables,Octopus Renewables plc,Green investment trust,GBP,TRUE,GB00BJM02935,XLON,ORIT,FALSE,TRUE,FALSE,FALSE,
Signature Aviation,Signature Aviation plc,Aircraft groundcrew,GBP,TRUE,GB00BKDM7X41,XLON,SIG,FALSE,FALSE,TRUE,TRUE,
Tiziana,Tiziana Life Sciences plc,Biotech,GBP,TRUE,GB00BKWNZY55,XLON,TILS,FALSE,FALSE,TRUE,TRUE,
St Modwen Properties,St Modwen Properties plc,Real estate developer,GBP,TRUE,GB0007291015,XLON,SMP,FALSE,FALSE,TRUE,TRUE,
Augmentum Fintech,Augmentum Fintech plc,Fintech VC,GBP,TRUE,GB00BG12XV81,XLON,AUGM,FALSE,FALSE,FALSE,FALSE,
Amryt Pharma,Amryt Pharma plc,Rare and orphan diseases,GBP,TRUE,GB00BKLTQ412,XLON,AMYT,FALSE,TRUE,TRUE,TRUE,
Impact Healthcare,Impact Healthcare REIT plc,Care home REIT,GBP,FALSE,GB00BYXVMJ03,XLON,IHR,FALSE,TRUE,FALSE,FALSE,
Vivo Energy,Vivo Energy plc,Fuel & gas,GBP,TRUE,GB00BDGT2M75,XLON,VVO,FALSE,FALSE,TRUE,TRUE,
Ultra Electronics,Ultra Electronics Holdings plc,Combat control systems,GBP,TRUE,GB0009123323,XLON,ULE,FALSE,FALSE,TRUE,TRUE,
Mitie,Mitie Group plc,Building support services,GBP,TRUE,GB0004657408,XLON,MTO,FALSE,FALSE,TRUE,TRUE,
Stock Spirits,Stock Spirits Group plc,Alcohol,GBP,TRUE,GB00BF5SDZ96,XLON,STCK,FALSE,TRUE,TRUE,TRUE,
AFC Energy,AFC Energy plc,Renewable energy,GBP,TRUE,GB00B18S7B29,XLON,AFC,FALSE,FALSE,TRUE,TRUE,
Watches Of Switzerland,Watches Of Switzerland Group plc,Heirlooms,GBP,TRUE,GB00BJDQQ870,XLON,WOSG,FALSE,FALSE,TRUE,TRUE,
Eddie Stobart,Eddie Stobart Logistics plc,Lorries,GBP,TRUE,GB00BD8QVC95,XLON,ESL,FALSE,TRUE,TRUE,TRUE,
3i,3i Group plc,Private equity,GBP,TRUE,GB00B1YW4409,XLON,III,FALSE,FALSE,TRUE,TRUE,
Studio Retail,Studio Retail Group,Online shopping,GBP,TRUE,GB00B8B4R053,XLON,STU,FALSE,TRUE,TRUE,TRUE,
Chemring Group,Chemring Group plc,Defence equipment,GBP,TRUE,GB00B45C9X44,XLON,CHG,FALSE,FALSE,TRUE,TRUE,
Arrow Global,Arrow Global Group plc,Asset Management,GBP,TRUE,GB00BDGTXM47,XLON,ARW,FALSE,TRUE,TRUE,TRUE,
Clinigen,Clinigen Group plc,Specialty pharmacauticals,GBP,TRUE,GB00B89J2419,XLON,CLIN,FALSE,FALSE,TRUE,TRUE,
Capital & Regional,Capital & Regional plc,Commercial REIT,GBP,TRUE,GB00BL6XZ716,XLON,CAL,FALSE,TRUE,FALSE,FALSE,
Midwich,Midwich Group PLC Ord GBP0.01,AV tech,GBP,TRUE,GB00BYSXWW41,XLON,MIDW,FALSE,TRUE,TRUE,TRUE,
Marlowe,Marlowe plc,Compliance tech,GBP,TRUE,GB00BD8SLV43,XLON,MRL,FALSE,TRUE,TRUE,TRUE,
Walker Greenbank,Walker Greenbank plc,Wallpaper,GBP,TRUE,GB0003061511,XLON,WGB,FALSE,TRUE,TRUE,TRUE,
Catenae Innovation,Catenae Innovation plc,Digital media,GBP,TRUE,GB00BKM6CG53,XLON,CTEA,FALSE,TRUE,TRUE,TRUE,
Joules,Joules Group plc,Clothing,GBP,TRUE,GB00BZ059357,XLON,JOUL,FALSE,TRUE,TRUE,TRUE,
Relx,Relx plc,information and analytics,GBP,TRUE,GB00B2B0DG97,XLON,REL,FALSE,FALSE,TRUE,TRUE,
Draper Esprit,Draper Esprit plc,Venture Capital,GBP,TRUE,GB00BY7QYJ50,XLON,GROW,FALSE,FALSE,TRUE,TRUE,
Reabold,Reabold Resources plc,Oil investments,GBP,TRUE,GB00B95L0551,XLON,RBD,FALSE,FALSE,TRUE,TRUE,
Plant Health Care,Plant Health Care,Plant food,GBP,TRUE,GB00B01JC540,XLON,PHC,FALSE,TRUE,TRUE,TRUE,
St James's Place,St James's Place plc,Wealth management,GBP,TRUE,GB0007669376,XLON,STJ,FALSE,FALSE,TRUE,TRUE,
Diversified Gas & Oil,Diversified Gas & Oil plc,Oil and Gas,GBP,TRUE,GB00BYX7JT74,XLON,DGOC,FALSE,FALSE,TRUE,TRUE,
Avacta Group,Avacta Group plc,Biotech,GBP,TRUE,GB00BYYW9G87,XLON,AVCT,FALSE,TRUE,TRUE,TRUE,
IGT,International Game Technology plc,Gambling,USD,TRUE,GB00BVG7F061,XNYS,IGT,TRUE,FALSE,TRUE,TRUE,
Vp,Vp plc,Specialist equipment,GBP,TRUE,GB0009286963,XLON,VP.,FALSE,TRUE,TRUE,TRUE,
Tern,Tern,Venture capital,GBP,TRUE,GB00BFPMV798,XLON,TERN,FALSE,TRUE,TRUE,TRUE,
Paragon Banking,Paragon Banking Group plc,Mortgages,GBP,TRUE,GB00B2NGPM57,XLON,PAG,FALSE,FALSE,TRUE,TRUE,
Unilever,Unilever plc,Soap,GBP,TRUE,GB00B10RZP78,XLON,ULVR,FALSE,FALSE,TRUE,TRUE,
Tritax Eurobox,Tritax Eurobox plc,Logistics centre REIT,GBP,FALSE,GB00BG382L74,XLON,EBOX,FALSE,TRUE,FALSE,FALSE,
Trackwise Designs,Trackwise Designs,Printed circuits,GBP,TRUE,GB00BFYT9999,XLON,TWD,FALSE,TRUE,TRUE,TRUE,
GB,GB Group plc,Software provider,GBP,TRUE,GB0006870611,XLON,GBG,FALSE,FALSE,TRUE,TRUE,
Ashmore Group,Ashmore Group plc,Emerging markets funds,GBP,TRUE,GB00B132NW22,XLON,ASHM,FALSE,FALSE,TRUE,TRUE,
Spire Healthcare,Spire Healthcare Group plc,Healthcare,GBP,TRUE,GB00BNLPYF73,XLON,SPI,FALSE,TRUE,TRUE,TRUE,
Bidstack Group,Bidstack Group plc,Video game ads,GBP,TRUE,GB00BZ7M6059,XLON,BIDS,FALSE,TRUE,TRUE,TRUE,
Avon Rubber,Avon Rubber plc,Army gear,GBP,TRUE,GB0000667013,XLON,AVON,FALSE,FALSE,TRUE,TRUE,
Circassia,Circassia Group plc,Biomeds,GBP,TRUE,GB00BJVD3B28,XLON,CIR,FALSE,FALSE,TRUE,TRUE,
Ninety One,Ninety One plc,Asset management,GBP,TRUE,GB00BJHPLV88,XLON,N91,FALSE,FALSE,TRUE,TRUE,
Marston's,Marston's plc,Pubs,GBP,TRUE,GB00B1JQDM80,XLON,MARS,FALSE,FALSE,TRUE,TRUE,
AO,AO World plc,Online appliances retailer,GBP,TRUE,GB00BJTNFH41,XLON,AO.,FALSE,FALSE,TRUE,TRUE,
Centralnic Group,Centralnic Group plc,Domains,GBP,TRUE,GB00BCCW4X83,XLON,CNIC,FALSE,TRUE,TRUE,TRUE,
Ibstock,Ibstock plc,Bricks,GBP,TRUE,GB00BYXJC278,XLON,IBST,FALSE,FALSE,TRUE,TRUE,
Tandem Group,Tandem Group,Sportswear,GBP,TRUE,GB00B460T373,XLON,TND,FALSE,TRUE,TRUE,TRUE,
Menzies,Menzies (John) plc,Airline logistics,GBP,TRUE,GB0005790059,XLON,MNZS,FALSE,TRUE,TRUE,TRUE,
Custodian,Custodian REIT plc,Industrial site REIT,GBP,FALSE,GB00BJFLFT45,XLON,CREI,FALSE,TRUE,FALSE,FALSE,
Tullow Oil,Tullow Oil plc,Oil exploration,GBP,TRUE,GB0001500809,XLON,TLW,FALSE,FALSE,TRUE,TRUE,
Severfield,Severfield plc,Structural steel,GBP,TRUE,GB00B27YGJ97,XLON,SFR,FALSE,TRUE,TRUE,TRUE,
Aberforth,Aberforth Smaller Companies Trust plc,Smaller companies trust,GBP,TRUE,GB0000066554,XLON,ASL,FALSE,FALSE,FALSE,FALSE,
Halfords,Halfords plc,Car parts and bikes,GBP,TRUE,GB00B012TP20,XLON,HFD,FALSE,FALSE,TRUE,TRUE,
John Laing,John Laing Group plc,Infrastructure,GBP,TRUE,GB00BVC3CB83,XLON,JLG,FALSE,FALSE,TRUE,TRUE,
Personal Assets,Personal Assets Trust plc,Diversified trust,GBP,TRUE,GB0006827546,XLON,PNL,FALSE,FALSE,FALSE,FALSE,
Goodwin,Goodwin plc,Mechanical engineers,GBP,TRUE,GB0003781050,XLON,GDWN,FALSE,TRUE,TRUE,TRUE,
Sabre Insurance,Sabre Insurance Group plc,Motor insurance,GBP,TRUE,GB00BYWVDP49,XLON,SBRE,FALSE,FALSE,TRUE,TRUE,
Ediston Property,Ediston Property Investment Company plc,Commerical REIT,GBP,FALSE,GB00BNGMZB68,XLON,EPIC,FALSE,TRUE,FALSE,FALSE,
Somero,Somero Enterprise Inc Com Stk,Flat floors,GBP,TRUE,USU834501038,XLON,SOM,FALSE,TRUE,TRUE,TRUE,
U and I Group,U and I Group plc,Commercial real estate,GBP,TRUE,GB0002668464,XLON,UAI,FALSE,TRUE,TRUE,TRUE,
4D Pharma,4D Pharma plc,Life sciences,GBP,TRUE,GB00BJL5BR07,XLON,DDDD,FALSE,TRUE,TRUE,TRUE,
GlobalData,GlobalData plc,Data analytics,GBP,TRUE,GB00B87ZTG26,XLON,DATA,FALSE,FALSE,TRUE,TRUE,
Coats Group,Coats Group plc,Sewing thread,GBP,TRUE,GB00B4YZN328,XLON,COA,FALSE,FALSE,TRUE,TRUE,
Arena Events,Arena Events,Events,GBP,TRUE,GB00BF0HYJ24,XLON,ARE,FALSE,TRUE,TRUE,TRUE,
Gaming Realms,Gaming Realms plc,Mobile games,GBP,TRUE,GB00BBHXD542,XLON,GMR,FALSE,TRUE,TRUE,TRUE,
